OpID,Operator,TollID,Name,PM,Locality,Road,Lat,Long,Email,Price1,Price2,Price3,Price4
EG,egnatia,EG30,Σταθμός Διοδίων Σιάτιστας Μετωπικά (Προς Ηγουμενίτσα),ΜΤ,Κοζάνης-Σιάτιστα,Εγνατία Οδός,40.25663,21.63296,eoae@egnatia.gr,1.10,1.50,3.80,5.30
EG,egnatia,EG31,Σταθμός Διοδίων Ίασμου Μετωπικά (Προς Αλεξ/πολη),ΜΤ,Ροδόπης-Ίασμος,Εγνατία Οδός,41.12035,25.08013,eoae@egnatia.gr,1.00,1.40,3.50,4.90
EG,egnatia,EG32,Σταθμός Διοδίων Ίασμου Μετωπικά (Προς Ηγουμενίτσα),ΜΤ,Ροδόπης-Ίασμος,Εγνατία Οδός,41.12048,25.08019,eoae@egnatia.gr,1.00,1.40,3.50,4.90
EG,egnatia,EG33,Σταθμός Διοδίων Προμαχώνα Μετωπικά (Προς Προμαχώνα),ΜΤ,Σερρών-Προμαχώνας,Α/Δ Σερρών-Προμαχώνα,41.36410,23.35685,eoae@egnatia.gr,1.40,2.00,5.00,7.00
EG,egnatia,EG34,Σταθμός Διοδίων Προμαχώνα Μετωπικά (Προς Σέρρες),ΜΤ,Σερρών-Προμαχώνας,Α/Δ Σερρών-Προμαχώνα,41.36428,23.35673,eoae@egnatia.gr,1.40,2.00,5.00,7.00
EG,egnatia,EG35,Σταθμός Διοδίων Στρυμονικού Μετωπικά (Προς Θεσσαλονίκη),ΜΤ,Σερρών-Στρυμονικό,Α/Δ Θεσσαλονίκης-Σερρών,41.04377,23.29506,eoae@egnatia.gr,0.70,1.00,2.50,3.50
EG,egnatia,EG36,Σταθμός Διοδίων Στρυμονικού Μετωπικά (Προς Σέρρες),ΜΤ,Σερρών-Στρυμονικό,Α/Δ Θεσσαλονίκης-Σερρών,41.04362,23.29504,eoae@egnatia.gr,0.70,1.00,2.50,3.50
EG,egnatia,EG37,Σταθμός Διοδίων Μαλακασίου Μετωπικά (Προς Αλεξ/πολη),ΜΤ,Τρικάλων-Μαλακάσι,Εγνατία Οδός,39.78944,21.26681,eoae@egnatia.gr,1.00,1.40,3.50,4.90
EG,egnatia,EG38,Σταθμός Διοδίων Μαλακασίου Μετωπικά (Προς Ηγουμενίτσα),ΜΤ,Τρικάλων-Μαλακάσι,Εγνατία Οδός,39.78979,21.26626,eoae@egnatia.gr,1.00,1.40,3.50,4.90
EG,egnatia,EG39,Σταθμός Διοδίων Μεστής Πλευρικά (Από Αλεξ/πολη),ΠΛ,Έβρου-Μεστή,Εγνατία Οδός,40.96176,25.64339,eoae@egnatia.gr,0.60,0.80,2.00,2.80
EG,egnatia,EG40,Σταθμός Διοδίων Μεστής Πλευρικά (Προς Αλεξ/πολη),ΠΛ,Έβρου-Μεστή,Εγνατία Οδός,40.96122,25.64278,eoae@egnatia.gr,0.60,0.80,2.00,2.80
EG,egnatia,EG41,Σταθμός Διοδίων Βαϊοχωρίου Πλευρικά (Από Αλεξ/πολη),ΠΛ,Θεσσαλονίκης-Βαϊοχώρι,Εγνατία Οδός,40.70133,23.37106,eoae@egnatia.gr,0.40,0.60,1.50,2.10
EG,egnatia,EG42,Σταθμός Διοδίων Βαϊοχωρίου Πλευρικά (Προς Αλεξ/πολη),ΠΛ,Θεσσαλονίκης-Βαϊοχώρι,Εγνατία Οδός,40.70003,23.37042,eoae@egnatia.gr,0.40,0.60,1.50,2.10
EG,egnatia,EG43,Σταθμός Διοδίων Λαγκαδά Πλευρικά (Είσοδος Προς Ηγουμενίτσα),ΠΛ,Θεσσαλονίκης-Λαγυνά,Εγνατία Οδός,40.74036,23.01134,eoae@egnatia.gr,0.20,0.30,0.80,1.10
EG,egnatia,EG44,Σταθμός Διοδίων Λαγκαδά Πλευρικά (Είσοδος Προς Ηγουμενίτσα),ΠΛ,Θεσσαλονίκης-Λαγυνά,Εγνατία Οδός,40.74041,23.00921,eoae@egnatia.gr,0.20,0.30,0.80,1.10
EG,egnatia,EG45,Σταθμός Διοδίων Λαγκαδά Πλευρικά (Έξοδος Από Ηγουμενίτσα),ΠΛ,Θεσσαλονίκης-Λαγυνά,Εγνατία Οδός,40.73708,23.00886,eoae@egnatia.gr,0.20,0.30,0.80,1.10
EG,egnatia,EG46,Σταθμός Διοδίων Ασπροβάλτας Πλευρικά (Από Ηγουμενίτσα),ΠΛ,Θεσσαλονίκης-Νέα Βρασνά,Εγνατία Οδός,40.70963,23.68233,eoae@egnatia.gr,0.20,0.30,0.80,1.10
EG,egnatia,EG47,Σταθμός Διοδίων Ασπροβάλτας Πλευρικά (Προς Ηγουμενίτσα),ΠΛ,Θεσσαλονίκης-Νέα Βρασνά,Εγνατία Οδός,40.70969,23.68007,eoae@egnatia.gr,0.20,0.30,0.80,1.10
EG,egnatia,EG48,Σταθμός Διοδίων Προφήτη Πλευρικά (Από Αλεξ/πολη),ΠΛ,Θεσσαλονίκης-Προφήτης,Εγνατία Οδός,40.68507,23.25728,eoae@egnatia.gr,0.60,0.90,2.30,3.20
EG,egnatia,EG49,Σταθμός Διοδίων Προφήτη Πλευρικά (Προς Αλεξ/πολη),ΠΛ,Θεσσαλονίκης-Προφήτης,Εγνατία Οδός,40.68298,23.26014,eoae@egnatia.gr,0.60,0.90,2.30,3.20
EG,egnatia,EG50,Σταθμός Διοδίων Αγίου Ανδρέα Πλευρικά (Από Αλεξ/πολη),ΠΛ,Καβάλας-Άγιος Ανδρέας,Εγνατία Οδός,40.87301,24.29632,eoae@egnatia.gr,0.30,0.40,1.00,1.40
EG,egnatia,EG51,Σταθμός Διοδίων Αγίου Ανδρέα Πλευρικά (Προς Αλεξ/πολη),ΠΛ,Καβάλας-Άγιος Ανδρέας,Εγνατία Οδός,40.87425,24.29886,eoae@egnatia.gr,0.30,0.40,1.00,1.40
EG,egnatia,EG52,Σταθμός Διοδίων Άσπρων Χωμάτων Πλευρικά (Από Ηγουμενίτσα),ΠΛ,Καβάλας-Άσπρη Άμμος,Εγνατία Οδός,40.95475,24.46490,eoae@egnatia.gr,0.20,0.30,0.80,1.10
EG,egnatia,EG53,Σταθμός Διοδίων Άσπρων Χωμάτων Πλευρικά (Προς Ηγουμενίτσα),ΠΛ,Καβάλας-Άσπρη Άμμος,Εγνατία Οδός,40.95614,24.46335,eoae@egnatia.gr,0.20,0.30,0.80,1.10
EG,egnatia,EG54,Σταθμός Διοδίων Ελευθερούπολης Πλευρικά (Από Αλεξ/πολη),ΠΛ,Καβάλας-Εξοχή,Εγνατία Οδός,40.88656,24.23466,eoae@egnatia.gr,0.50,0.60,1.50,2.10
EG,egnatia,EG55,Σταθμός Διοδίων Ελευθερούπολης Πλευρικά (Προς Αλεξ/πολη),ΠΛ,Καβάλας-Εξοχή,Εγνατία Οδός,40.88405,24.23595,eoae@egnatia.gr,0.50,0.60,1.50,2.10
EG,egnatia,EG56,Σταθμός Διοδίων Μουσθένης Πλευρικά (Από Ηγουμενίτσα),ΠΛ,Καβάλας-Μουσθένη,Εγνατία Οδός,40.83828,24.11487,eoae@egnatia.gr,0.60,0.80,2.00,2.80
EG,egnatia,EG57,Σταθμός Διοδίων Μουσθένης Πλευρικά (Προς Ηγουμενίτσα),ΠΛ,Καβάλας-Μουσθένη,Εγνατία Οδός,40.84142,24.11660,eoae@egnatia.gr,0.60,0.80,2.00,2.80
EG,egnatia,EG58,Σταθμός Διοδίων Γαληψού Ορφανίου Πλευρικά (Από Ηγουμενίτσα),ΠΛ,Καβάλας-Ορφάνιο,Εγνατία Οδός,40.78273,23.95742,eoae@egnatia.gr,0.20,0.30,0.80,1.10
EG,egnatia,EG59,Σταθμός Διοδίων Γαληψού Ορφανίου Πλευρικά (Προς Ηγουμενίτσα),ΠΛ,Καβάλας-Ορφάνιο,Εγνατία Οδός,40.78738,23.95591,eoae@egnatia.gr,0.20,0.30,0.80,1.10
EG,egnatia,EG60,Σταθμός Διοδίων Πολυκάστρου Πλευρικά (Από Πολύκαστρο),ΠΛ,Κιλκίς-Πολύκαστρο,Α/Δ ΠΑΘΕ,40.98913,22.60377,eoae@egnatia.gr,0.90,1.30,3.30,4.60
EG,egnatia,EG61,Σταθμός Διοδίων Πολυκάστρου Πλευρικά (Προς Πολύκαστρο),ΠΛ,Κιλκίς-Πολύκαστρο,Α/Δ ΠΑΘΕ,40.98902,22.60492,eoae@egnatia.gr,0.90,1.30,3.30,4.60
EG,egnatia,EG62,Σταθμός Διοδίων Καλαμιάς Πλευρικά (Από Αλεξ/πολη),ΠΛ,Κοζάνης-Καλαμιά,Εγνατία Οδός,40.29780,21.68065,eoae@egnatia.gr,0.30,0.40,1.00,1.40
EG,egnatia,EG63,Σταθμός Διοδίων Καλαμιάς Πλευρικά (Προς Αλεξ/πολη),ΠΛ,Κοζάνης-Καλαμιά,Εγνατία Οδός,40.30186,21.69036,eoae@egnatia.gr,0.30,0.40,1.00,1.40
EG,egnatia,EG64,Σταθμός Διοδίων Σιάτιστας Ανατολικά Πλευρικά (Από Ηγουμενίτσα),ΠΛ,Κοζάνης-Σιάτιστα,Εγνατία Οδός,40.23622,21.57988,eoae@egnatia.gr,0.50,0.70,1.80,2.50
EG,egnatia,EG65,Σταθμός Διοδίων Σιάτιστας Ανατολικά Πλευρικά (Προς Ηγουμενίτσα),ΠΛ,Κοζάνης-Σιάτιστα,Εγνατία Οδός,40.23697,21.57984,eoae@egnatia.gr,0.50,0.70,1.80,2.50
EG,egnatia,EG66,Σταθμός Διοδίων Βαφέικων Πλευρικά (Από Ηγουμενίτσα Προς Ξάνθη),ΠΛ,Ξάνθης-Βαφέικα,Εγνατία Οδός,41.09622,24.94660,eoae@egnatia.gr,0.20,0.30,0.80,1.10
EG,egnatia,EG67,Σταθμός Διοδίων Βαφέικων Πλευρικά (Από Ηγουμενίτσα Προς Πόρτο Λάγος),ΠΛ,Ξάνθης-Βαφέικα,Εγνατία Οδός,41.09518,24.94467,eoae@egnatia.gr,0.20,0.30,0.80,1.10
EG,egnatia,EG68,Σταθμός Διοδίων Βαφέικων Πλευρικά (Από Ξάνθη Προς Ηγουμενίτσα),ΠΛ,Ξάνθης-Βαφέικα,Εγνατία Οδός,41.09463,24.93714,eoae@egnatia.gr,0.20,0.30,0.80,1.10
EG,egnatia,EG69,Σταθμός Διοδίων Βαφέικων Πλευρικά (Από Πόρτο Λάγος Προς Ηγουμενίτσα),ΠΛ,Ξάνθης-Βαφέικα,Εγνατία Οδός,41.09820,24.94494,eoae@egnatia.gr,0.20,0.30,0.80,1.10
EG,egnatia,EG70,Σταθμός Διοδίων Ίασμου Πλευρικά (Από Αλεξ/πολη),ΠΛ,Ροδόπης-Ίασμος,Εγνατία Οδός,41.11714,25.18443,eoae@egnatia.gr,0.40,0.50,1.30,1.80
EG,egnatia,EG71,Σταθμός Διοδίων Ίασμου Πλευρικά (Προς Αλεξ/πολη),ΠΛ,Ροδόπης-Ίασμος,Εγνατία Οδός,41.11562,25.18446,eoae@egnatia.gr,0.40,0.50,1.30,1.80
EG,egnatia,EG72,Σταθμός Διοδίων ΒΙ.ΠΕ. Κομοτηνής Πλευρικά (Από Ηγουμενίτσα),ΠΛ,Ροδόπης-Φύλακας,Εγνατία Οδός,41.05960,25.47539,eoae@egnatia.gr,0.20,0.30,0.80,1.10
